,1,2,3,4,5,6,7,8,9
GMM,6.649777696156869e-16,0.6802766508983159,0.4281309864985375,0.31558898794974355,0.29874819618965814,0.27873692349034984,0.274058367828662,0.263566376213522,0.25746628147454653
Kmeans,6.649777696156869e-16,0.7027240969750118,0.5576458224890046,0.5214406006067472,0.4761218811499313,0.42413018582401585,0.31411901705551193,0.30151549013671314,0.28872613348343956
