,1,2,3,4,5,6,7,8,9
GMM,0.4262135922330097,0.4262135922330097,0.4262135922330097,0.429126213592233,0.42718446601941745,0.43106796116504853,0.4349514563106796,0.441747572815534,0.44271844660194176
Kmeans,0.4262135922330097,0.4262135922330097,0.43106796116504853,0.4300970873786408,0.43106796116504853,0.4330097087378641,0.4368932038834951,0.43786407766990293,0.4407766990291262
