,cancer SSE (left),contra SSE (left)
1,3483.0,12360.000000000002
2,1617.2703813507333,10379.056867077292
3,1323.7551627937223,8863.798524728907
4,1139.5746151352407,7753.1490787719185
5,1059.119890652306,7042.166535593464
6,993.1723401557083,6093.6081081733655
7,929.9458250802211,5684.1372102604155
8,884.2234292604924,5388.793099557004
9,843.8223188965759,5119.174678405458
