,1,2,3,4,5,6,7,8,9
GMM,0.627906976744186,0.9302325581395349,0.8837209302325582,0.8268733850129198,0.8268733850129198,0.8268733850129198,0.8242894056847545,0.8268733850129198,0.8268733850129198
Kmeans,0.627906976744186,0.9509043927648578,0.9612403100775194,0.9664082687338501,0.9664082687338501,0.9664082687338501,0.9612403100775194,0.9612403100775194,0.9612403100775194
