,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.006012105941772461,0.0003855705261230469,0.37209302325581395,0.37209259000043304,10.0,"(6,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 1}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.0008400347470901141,1.391302644473305e-05,0.00260485190241458,0.0006462897072953789
1,0.013967037200927734,0.00042171478271484374,0.37209302325581395,0.37209259000043304,10.0,"(6,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 2}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.0015024509238171814,3.5791385659780895e-06,0.00260485190241458,0.0006462897072953789
2,0.017506885528564452,0.0004946231842041015,0.37209302325581395,0.37209259000043304,10.0,"(6,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 3}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.004193793499029168,4.095823018442927e-05,0.00260485190241458,0.0006462897072953789
3,0.017045021057128906,0.00048274993896484374,0.37209302325581395,0.37209259000043304,10.0,"(6,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 4}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.003725480398286854,2.1733733418646416e-05,0.00260485190241458,0.0006462897072953789
4,0.021834754943847658,0.0004978179931640625,0.627906976744186,0.627907409999567,10.0,"(6,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 5}",109,0.6282051282051282,0.627831715210356,0.6282051282051282,0.627831715210356,0.6282051282051282,0.627831715210356,0.6233766233766234,0.6290322580645161,0.631578947368421,0.6270096463022508,0.00228149805877394,1.0652802514536592e-05,0.0026048519024145646,0.0006462897072953943
5,0.022797298431396485,0.0005627155303955078,0.5400516795865633,0.5577689137109614,10.0,"(6,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 6}",624,0.23076923076923078,0.19741100323624594,0.20512820512820512,0.2621359223300971,0.7307692307692307,0.7928802588996764,0.7922077922077922,0.8258064516129032,0.75,0.7106109324758842,0.006522813599591066,5.878019441001994e-05,0.2655675891273298,0.27119691675814467
6,0.031753015518188474,0.0006468296051025391,0.37209302325581395,0.37209259000043304,10.0,"(6,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 7}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.008047671810282637,0.00015332787612387463,0.00260485190241458,0.0006462897072953789
7,0.040093851089477536,0.0005857944488525391,0.5529715762273901,0.5347747836656351,10.0,"(6,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 8}",598,0.7307692307692307,0.7087378640776699,0.7692307692307693,0.7313915857605178,0.19230769230769232,0.15210355987055016,0.38961038961038963,0.3903225806451613,0.6842105263157895,0.6913183279742765,0.011689515200814817,4.989047629635401e-05,0.22518238049804715,0.22835538353867207
8,0.0249755859375,0.0005713939666748047,0.5788113695090439,0.5695404168214969,10.0,"(6,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 9}",559,0.717948717948718,0.6763754045307443,0.6282051282051282,0.6343042071197411,0.19230769230769232,0.16828478964401294,0.6753246753246753,0.6774193548387096,0.6842105263157895,0.6913183279742765,0.003189892456795026,6.243836191917319e-06,0.19630882295955365,0.20153504230613686
9,0.006482362747192383,0.00042734146118164065,0.37209302325581395,0.37209259000043304,10.0,"(6, 6)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_components': 1}",725,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.3717948717948718,0.37216828478964403,0.37662337662337664,0.3709677419354839,0.3684210526315789,0.3729903536977492,0.00032064499786055756,3.5038479784498554e-05,0.00260485190241458,0.0006462897072953789
10,0.014897012710571289,0.0004498004913330078,0.627906976744186,0.627907409999567,10.0,"(6, 6)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_components': 2}",109,0.6282051282051282,0.627831715210356,0.6282051282051282,0.627831715210356,0.6282051282051282,0.627831715210356,0.6233766233766234,0.6290322580645161,0.631578947368421,0.6270096463022508,0.0009730395482636288,7.418764848530296e-06,0.0026048519024145646,0.0006462897072953943
