,2,5,10,15,20,25,30,35,40
GMM,0.4266304347826087,0.42934782608695654,0.4429347826086957,0.469429347826087,0.453125,0.4735054347826087,0.47622282608695654,0.47690217391304346,0.48097826086956524
Kmeans,0.4266304347826087,0.4273097826086957,0.43546195652173914,0.46059782608695654,0.47078804347826086,0.47758152173913043,0.47622282608695654,0.48029891304347827,0.49252717391304346
