,2,5,10,15,20,25,30,35,40
GMM,0.8989169675090253,0.8574007220216606,0.9296028880866426,0.9512635379061372,0.9476534296028881,0.9620938628158845,0.9602888086642599,0.9584837545126353,0.9602888086642599
Kmeans,0.9494584837545126,0.9693140794223827,0.9638989169675091,0.9584837545126353,0.9657039711191335,0.9638989169675091,0.9657039711191335,0.9620938628158845,0.9693140794223827
