,2,5,10,15,20,25,30,35,40
GMM,0.02307872199617898,0.020563232928757554,0.01878962243351268,0.01694242100815538,0.015814009633196444,0.015073132360828606,0.015218256097265173,0.014020169504347915,0.013775276980531319
Kmeans,0.029102647307671713,0.02082171110922971,0.016354311943712736,0.015155974452910973,0.01629782506212995,0.015991975829013377,0.016175991848733057,0.0158635560925493,0.015713685533506376
