,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.01080164909362793,0.0005453586578369141,0.2262135922330097,0.22621324177672383,10.0,"(6,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 1}",910,0.22705314009661837,0.22600243013365734,0.22705314009661837,0.22600243013365734,0.22705314009661837,0.22600243013365734,0.22439024390243903,0.22666666666666666,0.22549019607843138,0.22639225181598063,0.001266641344362373,0.00013243095989337505,0.0010910057940652807,0.00027238332237182423
1,0.013167095184326173,0.0005553722381591797,0.3067961165048544,0.30046789906484694,10.0,"(6,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 2}",806,0.2753623188405797,0.26974483596597815,0.30434782608695654,0.3025516403402187,0.34782608695652173,0.3025516403402187,0.32682926829268294,0.30787878787878786,0.27941176470588236,0.3196125907990315,0.002427357660088726,5.543313487284065e-05,0.02768586310898147,0.016577279971044693
2,0.013719749450683594,0.0005475997924804688,0.33980582524271846,0.35049861139677235,10.0,"(6,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 3}",725,0.3719806763285024,0.38760631834750914,0.33816425120772947,0.33414337788578374,0.3333333333333333,0.34386391251518833,0.36097560975609755,0.3624242424242424,0.29411764705882354,0.324455205811138,0.0017101632981515868,1.9132047398946424e-05,0.026826026566101217,0.022400778814546708
3,0.01480259895324707,0.000586843490600586,0.4262135922330097,0.4262140074230608,10.0,"(6,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 4}",17,0.4251207729468599,0.4264884568651276,0.4251207729468599,0.4264884568651276,0.4251207729468599,0.4264884568651276,0.4292682926829268,0.4254545454545455,0.4264705882352941,0.4261501210653753,0.0009936863483868492,1.8559688126406618e-05,0.0016094382569135867,0.0004017042287733152
4,0.014853191375732423,0.0005943775177001953,0.32038834951456313,0.32279481988722675,10.0,"(6,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 5}",766,0.3526570048309179,0.33414337788578374,0.3188405797101449,0.33171324422843257,0.2560386473429952,0.275820170109356,0.3170731707317073,0.31757575757575757,0.35784313725490197,0.35472154963680386,0.0010885348623584808,7.537949422307349e-06,0.03635902019555644,0.02631159617751674
5,0.018735551834106447,0.0006614208221435546,0.3533980582524272,0.340089356312352,10.0,"(6,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 6}",555,0.42995169082125606,0.3839611178614824,0.36231884057971014,0.34750911300121506,0.3333333333333333,0.3450789793438639,0.34146341463414637,0.3393939393939394,0.29901960784313725,0.2845036319612591,0.0035401411134299092,4.938371113685657e-05,0.043459113979371584,0.03192158186891237
6,0.01812467575073242,0.0007894992828369141,0.3640776699029126,0.3825345928518694,10.0,"(6,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 7}",489,0.3140096618357488,0.36330498177399756,0.37681159420289856,0.36938031591737547,0.4106280193236715,0.43256379100850545,0.36097560975609755,0.37212121212121213,0.35784313725490197,0.37530266343825663,0.003283109447717624,0.00017463236351406613,0.03132869799538568,0.02532379479207896
7,0.02558755874633789,0.000702810287475586,0.34757281553398056,0.3453823956795722,10.0,"(6,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 8}",581,0.3526570048309179,0.33292831105710813,0.34299516908212563,0.3511543134872418,0.36231884057971014,0.34386391251518833,0.35609756097560974,0.34545454545454546,0.3235294117647059,0.35351089588377727,0.007185571404355376,2.0342791948346226e-05,0.01349313264710116,0.007166627815678685
8,0.026442432403564455,0.0007239341735839844,0.34757281553398056,0.34757275080021544,10.0,"(6,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_components': 9}",581,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.006484288415905024,2.1471760681165015e-05,0.0006192993286040435,0.00015431232219401302
9,0.011214971542358398,0.0005003929138183594,0.34757281553398056,0.34757275080021544,10.0,"(6, 6)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_components': 1}",581,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.0002627832230614671,2.1030843264576738e-05,0.0006192993286040435,0.00015431232219401302
10,0.014505910873413085,0.000559234619140625,0.34757281553398056,0.34757275080021544,10.0,"(6, 6)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_components': 2}",581,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.0014387541871516158,1.8833920890562554e-05,0.0006192993286040435,0.00015431232219401302
