,cancer SSE (left),contra SSE (left)
1,2322.0,7210.0
2,878.2987706222971,5671.17166656692
3,659.34917013405,4720.190150285434
4,585.6565899636835,4068.43985048786
5,537.9824470759626,3519.803944709816
6,503.29580542114354,3167.426600034464
7,472.68999871683627,2959.70820056856
8,445.66059160208204,2785.550576388719
9,420.89212604172434,2620.912566697868
