,1,2,3,4,5,6,7,8,9
GMM,6.649777696156869e-16,0.46237665175384124,0.5026063725942548,0.4193105211110419,0.34529794722634766,0.34397888266858523,0.30300636806967246,0.3225193510005833,0.291698092428732
Kmeans,6.649777696156869e-16,0.6799694476233797,0.5633884035416329,0.4741332390885522,0.4530345921698082,0.4232069135007366,0.40329286964631395,0.3481166438436326,0.3016171079717369
