,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.009880542755126953,0.0005230426788330079,0.2262135922330097,0.22621324177672383,10.0,"(6,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 1}",910,0.22705314009661837,0.22600243013365734,0.22705314009661837,0.22600243013365734,0.22705314009661837,0.22600243013365734,0.22439024390243903,0.22666666666666666,0.22549019607843138,0.22639225181598063,0.0011218160914941318,0.00012125673601737039,0.0010910057940652807,0.00027238332237182423
1,0.01063079833984375,0.0004888057708740234,0.2883495145631068,0.29732167532476445,10.0,"(6,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 2}",873,0.2560386473429952,0.26366950182260024,0.30917874396135264,0.3025516403402187,0.26570048309178745,0.3134872417982989,0.32195121951219513,0.2993939393939394,0.28921568627450983,0.3075060532687651,0.0007989538337374779,1.0214114608734943e-05,0.02499931349565891,0.017488068431771076
2,0.011496973037719727,0.0005647182464599609,0.3650485436893204,0.36825741336530715,10.0,"(6,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 3}",519,0.3526570048309179,0.3863912515188335,0.32367149758454106,0.34993924665856624,0.4396135265700483,0.4422843256379101,0.4292682926829268,0.36727272727272725,0.27941176470588236,0.29539951573849876,0.00046165809947644915,8.753002947951918e-05,0.06136482125148923,0.04786150417943277
3,0.011876440048217774,0.0005366802215576172,0.4262135922330097,0.4262140074230608,10.0,"(6,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 4}",25,0.4251207729468599,0.4264884568651276,0.4251207729468599,0.4264884568651276,0.4251207729468599,0.4264884568651276,0.4292682926829268,0.4254545454545455,0.4264705882352941,0.4261501210653753,0.0011284049616635654,1.5719723613082533e-05,0.0016094382569135867,0.0004017042287733152
4,0.012150382995605469,0.0006185054779052734,0.341747572815534,0.32601399863257063,10.0,"(6,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 5}",781,0.36231884057971014,0.33414337788578374,0.34782608695652173,0.3487241798298906,0.36231884057971014,0.34993924665856624,0.34146341463414637,0.3393939393939394,0.29411764705882354,0.25786924939467315,0.0009286088546381989,8.08068626027103e-05,0.025036993303265243,0.03457451747642114
5,0.015006256103515626,0.0006191253662109375,0.34368932038834954,0.34170980416909946,10.0,"(6,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 6}",780,0.30434782608695654,0.3134872417982989,0.4057971014492754,0.38760631834750914,0.2898550724637681,0.25394896719319565,0.40487804878048783,0.39636363636363636,0.3137254901960784,0.35714285714285715,0.0027411409232743875,8.945615051411516e-05,0.050908865049978776,0.05259313271683531
6,0.013828563690185546,0.0006569385528564453,0.38155339805825245,0.3895914214088731,10.0,"(6,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 7}",466,0.4444444444444444,0.4398541919805589,0.3526570048309179,0.38760631834750914,0.3864734299516908,0.40097205346294046,0.3804878048780488,0.32727272727272727,0.3431372549019608,0.3922518159806295,0.001074888162354962,0.00011700709433865948,0.035497789134123464,0.03619531147474257
7,0.016948556900024413,0.0007194042205810547,0.3533980582524272,0.34271719647200005,10.0,"(6,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 8}",583,0.34299516908212563,0.35479951397326853,0.3671497584541063,0.3292831105710814,0.34299516908212563,0.34386391251518833,0.36585365853658536,0.3381818181818182,0.3480392156862745,0.3474576271186441,0.0026137018982800853,0.00013592582563570822,0.010865959684440837,0.008611775157644564
8,0.015545082092285157,0.0007059097290039063,0.34757281553398056,0.34757275080021544,10.0,"(6,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'gmm__n_components': 9}",623,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.0013414409630780211,0.0001295831100109314,0.0006192993286040435,0.00015431232219401302
9,0.01131749153137207,0.0005864143371582031,0.34757281553398056,0.34757275080021544,10.0,"(6, 6)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'gmm__n_components': 1}",623,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.0008816198748332276,9.587185495896502e-05,0.0006192993286040435,0.00015431232219401302
10,0.013488435745239257,0.0005632400512695313,0.34757281553398056,0.34757275080021544,10.0,"(6, 6)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'gmm__n_components': 2}",623,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.34782608695652173,0.34750911300121506,0.3463414634146341,0.3478787878787879,0.3480392156862745,0.3474576271186441,0.0013914628947309777,8.042740413009136e-05,0.0006192993286040435,0.00015431232219401302
