,1,2,3,4,5,6,7,8,9
GMM,0.4262135922330097,0.42815533980582526,0.4300970873786408,0.43980582524271844,0.42815533980582526,0.43106796116504853,0.44271844660194176,0.4524271844660194,0.45436893203883494
Kmeans,0.4262135922330097,0.4262135922330097,0.4300970873786408,0.4436893203883495,0.44660194174757284,0.46116504854368934,0.4650485436893204,0.47766990291262135,0.4679611650485437
