,0,1,2,3,4,5,6,7,8,9
1,0.5161232486022348,0.4316833332325338,0.23936570111746014,0.2856091340629685,0.3199759068588955,0.30969009725754015,0.3507485348137492,0.19793660093517015,0.5493468174497088,
2,0.5846103742096915,0.6501950999874061,0.34054020714028643,0.5950368404967421,0.40101766189845095,0.5345055212678036,0.6812254161338958,0.3626534257310141,0.7149246327657671,0.42748917498350797
3,0.7731532278952431,0.705830228625802,0.40743924530170805,0.5853209439367609,0.5376868067596863,0.5626390070199604,0.710610121677414,0.39936006843633254,0.7483536605017603,0.6855279114675975
4,0.699039909250369,0.7294271027156062,0.4049448823923216,0.6855322464892606,0.672775697993173,0.6853056706316218,0.7244448338358529,0.6150273193172795,0.7493842208878319,0.7342566443194032
5,0.729495756881133,0.781012120668245,0.5878461859079155,0.7739397750955596,0.7492942524284626,0.6775397064525575,0.7812871001893308,0.7061589186311878,0.8213657637055155,0.7282851636620592
6,0.7188927872987041,0.8179119694620361,0.6863423125042176,0.7736780879176796,0.811113955792401,0.7833310355059315,0.8142243625703638,0.6151399804273242,0.7691376663413194,0.7166961948800071
7,0.7643700097705515,0.6948533812753082,0.7894462178113975,0.8294080095367459,0.8707545978762822,0.7712518963560021,0.7752791067487635,0.6992811630530272,0.8474742932569486,0.7714109250221989
8,0.8019127007109116,0.8205184036763644,0.7677018084517128,0.8482492605305941,0.8478419182941188,0.8025567401028753,0.7807135827290133,0.6892920604354206,0.7869723109377129,0.839708831319972
9,0.8503443197110312,0.8770364786461586,0.8359727330278247,0.79545848036862,0.8437633447155898,0.779565374110722,0.7587677025293689,0.7746667573482672,0.8007076784161997,0.8408243850962878
10,0.8872534553354126,0.8153658151733325,0.8536164513449146,0.8747407255279726,0.9006188498406424,0.838892005258012,0.8216996491090536,0.7550139652078629,0.8917008963867614,0.8847087556545629
11,0.8772966092713331,0.8496257591048321,0.795216365144109,0.8736925580497233,0.8845648900942407,0.8278923735500907,0.8186515909709381,0.780514997877554,0.8635708551241765,0.8153099155660117
