,0,1,2,3,4,5,6,7,8,9
1,0.9272527157981354,0.9113429042616,0.9204304184198859,0.9341349714885475,0.8984573918625876,0.9237188829562122,0.9236069799599849,0.9166666666666666,0.9248473029779384,1.0000000000000002
2,0.8610892019923008,0.8422988117030704,0.8544051460948187,0.7960386439868459,0.8208078462911436,0.8366489750012189,0.808000273382967,0.8403855496228787,0.8329116478027937,0.9095306029492386
3,0.7230903524473709,0.7741977489971725,0.7636590046091596,0.7791718235756403,0.71253198430992,0.7742512145805749,0.6971475743364296,0.7446535603803015,0.7480348489233064,0.8373192254656624
4,0.717460044424374,0.6694509703762238,0.6871781016354703,0.6143173663174291,0.7020091622517114,0.6722400928955103,0.7050946467341639,0.6960588687583126,0.6550313866745119,0.7510613585010335
5,0.6214649057638015,0.6144017227570269,0.5841605225106353,0.5479563980335306,0.5356951971040362,0.5867953939176748,0.5376433814452104,0.5848119298181593,0.5514169740474508,0.6416294433975827
6,0.4979534843593075,0.5103736840535239,0.5201621822448612,0.4739910146525348,0.48542663756456267,0.4105081823738816,0.47927972828905574,0.478670539526864,0.5223417970939129,0.6663759155295874
7,0.44457773276901646,0.39701459799681416,0.38832636695710937,0.4261328889823585,0.38088788793431616,0.41404213749250485,0.45000269920627045,0.4285558695941502,0.394604438306181,0.5420105661023602
8,0.3562985751617281,0.34841275710596453,0.440457854328745,0.31039243470273786,0.3122261888342018,0.27488160964586744,0.3966885501289781,0.41679272810903273,0.33974819008319473,0.3577202513481962
9,0.24414806418296006,0.2520162784725843,0.23770758783290424,0.2849661083323528,0.2571689893137216,0.2397157437510101,0.2993170864485503,0.4073459252945507,0.2845859487781235,0.3270091109690818
10,0.1470646048818767,0.1511202905467607,0.1837770407069312,0.16666666666666674,0.1781425234551616,0.156145875185572,0.13267817249602304,0.33651913680584605,0.1153942252475538,0.2157443250213371
11,0.08333333333333336,0.0760126984821406,0.08298862108181126,0.08333333333333336,0.08333333333333336,0.08185750989597201,0.0628181735832237,0.25363799097026035,0.06730334282746396,0.1891359047807654
