,1,2,3,4,5,6,7,8,9
GMM,1.3858903517444257e-15,0.01695701260171793,0.02234761945640185,0.02280957004749847,0.013520337480262228,0.01695507123450679,0.016909727058681677,0.016101674773589623,0.015166654428207776
Kmeans,1.3858903517444257e-15,0.0171953710754318,0.017339503121959983,0.017555579153196544,0.022705563532372432,0.021195217245692916,0.01824622984641357,0.018520588171514182,0.02004421525751284
