,1,2,3,4,5,6,7,8,9
GMM,0.4262135922330097,0.4262135922330097,0.4262135922330097,0.4300970873786408,0.43106796116504853,0.4330097087378641,0.43398058252427185,0.4330097087378641,0.43980582524271844
Kmeans,0.4262135922330097,0.4262135922330097,0.42718446601941745,0.42718446601941745,0.4388349514563107,0.43980582524271844,0.43786407766990293,0.44271844660194176,0.45922330097087377
