,1,2,3,4,5,6,7,8,9
GMM,0.627906976744186,0.8217054263565892,0.9276485788113695,0.8785529715762274,0.9224806201550387,0.9302325581395349,0.9302325581395349,0.9121447028423773,0.9069767441860465
Kmeans,0.627906976744186,0.958656330749354,0.9638242894056848,0.9638242894056848,0.958656330749354,0.9534883720930233,0.9534883720930233,0.9509043927648578,0.9612403100775194
