,1,2,3,4,5,6,7,8,9
GMM,1.3858903517444257e-15,-0.000936819306598142,-2.2746482290065488e-05,0.018091701836518186,0.015801460391399964,0.016064564077919834,0.021173593938489662,0.02050691953329671,0.018903515038910395
Kmeans,1.3858903517444257e-15,0.0014788761237199688,0.0005502658994770052,0.020526428076657253,0.016064468849301808,0.019474226778079015,0.019958565332058472,0.019732446598504608,0.01926615275442707
