,1,2,3,4,5,6,7,8,9
GMM,6.649777696156869e-16,0.5238617462558133,0.3322488864986567,0.32848962129940423,0.29733756804604217,0.29779290517303847,0.2740997002419142,0.25916457458306763,0.24872740266581758
Kmeans,6.649777696156869e-16,0.7267420497728353,0.40335101229255504,0.3855016057322113,0.3703493882788282,0.3208046601412891,0.31233708991207015,0.2403346315008152,0.23030112823631843
